text,label
Give me advice for a research project,neutral
I want to learn java,neutral
"So let’s say you wanna learn Java to learn decompile ap k   , ls this good roadmap?",neutral
My parameters aren't working :t,neutral
"i've now completed this course 
can a now go on and do dsa ??
please answer",neutral
Preparing for Programming BIB1 RC BRAAM,neutral
second year I.T and still watchingthis😐,neutral
Dubbing is not good,neutral
Anyone in 2025 ????,neutral
"Go on Mosh! You love Java, no doubt about it!",positive
"excuse me, I installed the IntelliJ but it's not free, could you please give me another IDE which it's free?",neutral
"Respectfully Sir, you made a mistake when you started teaching while loop where you have written int i = 0; while (i > 0) print statement; how this will work according to the condition we did in the for loops? just saying is you can edit it for future learners. All together you teach with enthusiasm that attracts the attention.",neutral
"App that can work on mobile phones, if you don't have a laptop @programmingwithmosh",neutral
yes,neutral
20:20,neutral
40:50:00,neutral
"The best tutorial I have ever seen, thank you so much ❤",positive
Anyone in 2028?😅,neutral
Is this in hindi Or am I the only one who is getting the dubbed version??,neutral
AMAZING COURSE,positive
Thank you for this videos and tutorials for Python. I have learned alot from you.,positive
"Hi Mosh, I'm struggling to install Java, and it won't install for some reason. Can you send me your link so it gets easier for me? thank you",positive
why am i getting this in hindi??????? i mean how to change the language,neutral
Is this course helpful for those who learning automation testing.,positive
This has to be the most useful YouTube java tutorial 😔😇🙌,neutral
Any one watching July 2025? 🤣,neutral
"Loved the video, thankss, but almost quit due to the bunch of publicity in the video, every 4 minutos a video too much",positive
"Mosh, you are a gem of a programmer and I am sure you are a gem of a person too,, even after 5 years I am able to learn programming from this video... Thanks a lot for uploading this video for free for beginners like me!!😍",positive
What we get additionally in full course which is paid one?,neutral
1:00:16 Pls can you use Netbeans to explain this program because it's what we are using in our school and the one I am using is not responding like the one you are using 😢😢,negative
Is this youtube video a complete course for beginners in Java? Is this video enough to learn java? Or should we also enroll in Mosh's java course to get a better overview and learn java well?,positive
الله يوفقني,neutral
"The brace being after the function name makes absolutely zero sense.
Imagine the fact that since function names are different so is the length of their name thus they change so the bracket will almost always be in a different place if you place it after the function's name, making it easy to miss, not all compilers (this is not java specific) might specify what the missing error might be if you do so, they usually only indicate the line they think the error is (and that's not always the case anyway) so the rest is up to you to figure out, that's why we always put it below the function name because we know it's statically placed on the same place every time so we know where to find it, very easily if missed in the first place.",negative
"I find the solution to FizzBuzz could have ultilized Switch statements, by assigning a key value to each conditional checks. I would prefer this over the repeated if/else checks due to it completely avoid nested if, and also DRY compliant. Moreover, we just learned about Switch statements in a previous chapter so it would make sense to immediately apply this knowledge in the exercise.",neutral
i do codeing with my cousin nate these videos are so helpfull,neutral
Anyone in 2027?,neutral
BSC ITM,neutral
Good,neutral
"Hey I love Iran! I was fortunate enough to be able to visit for a month back in 2004. What hospitable warm loving people!!

Thanks so much for your videos. I'm in a boot camp - full stack Java and it goes so fast...your videos are very helpful.",positive
2025 anyone?,neutral
I just wanna mod in Minecraft :3,neutral
50:00:00,neutral
"I'm starting this course at the beginning of my summer 'cause I'm interested in learning how to build software application using Java, plus next year I'll be on the second year of my computer program so I hope it will greatly help my understanding. Hope that later on, I feel more confident",neutral
sir ur an amazing legend tysm. Learnt more in 1 hour thx to u than I did in a whole semester in uni for real,positive
"So understandable, thanks for the sheet!",positive
Amazing video :D,positive
"50:50; think of int[][] as ""int[]""[]. Or, a list of ""int[]"" represented by an added ""[]""",neutral
Completed man... Big thanks and Appreciate your efforts ❤,positive
"here im i, after this video was posted 5y ago i ll watch it to learn java 😂",neutral
is this video enuf to learn java?,neutral
tanks🙏🙏🙏🙏🙏,neutral
25:45 can you let me know what background music was used? please ^^ i've heard it somewhere,neutral
is this video in hindi or something happening to my laptop 🙄,neutral
Is it worth to watch this vedio in 2025?,neutral
CAN SOMEONE PLS SAY WHAT TO LEARN OR PLANNING TO LEARN AFTER THISS:,neutral
Kkkk its fun  how much fees we pay to get a degree after all we still get here,neutral
"17:33 can anyone help, the javac command didn’t work it said I needed to download the jdk even tho I did and it was already compiling",neutral
fulll crash course Great,positive
How i practice when i watch this video,neutral
You completely lost me at 12:50 ngl...,neutral
1:01:25 constants,neutral
somehow the point is not working,neutral
Can i use a phone too ??😕,neutral
Can anyone tell me that is all the topics related to java was covered in this video?,neutral
25:58:00,neutral
nice one,neutral
Anyone in 7085,neutral
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,positive
the file handling and exepction handling are missing from this video. got a video that i can watch here?,neutral
"Hey mosh 
Am next from Nigeria 
Would like to pay for the full course but it’s showing authorization failed 
Can’t pay with my card",positive
"Hello there !
I wana learn java with you, but I haven't an account on Oracle they asking a bout job title is it possible to do it if I am not working in computer field?",neutral
Thanks jhony sins☝️,positive
Me,neutral
My ambition is IT field work,neutral
i know im 5 years late but where is the source code? i cant see everything you done and i have done something wrong,negative
"I WAS LOOKING FOR THIS, nothing, absolutely nothing, was free and an actual good tutorial that's fun and isn't behind a paywall after hello world!!!!",neutral
"Im from Brazil. Im start now with Java, thanks Mosh nice course",positive
Core Java API part is missing on your website.,neutral
Loved this course .Thanks a lot,positive
"2:06:01 This is my solution which is way different but somehow works as intended😄

if(number % 5 == 0) {
            System.out.print(""Fizz"");
            if (number % 3 == 0) {
                System.out.print(""Buzz"");
            }
        } else if (number % 3 == 0) {
            System.out.print(""Buzz"");
        } else {
            System.out.print(number);
        }",neutral
I feel like this is video isn't beginner friendly.(i just watched this video to revise my Java knowledge but it felt like an advancement/tips or tricks to code the same thing in a single line instead of multiple lines),positive
02:22:00,neutral
Anyone in 2025,neutral
"great tutorial mosh, love from IRAN",positive
"For anyone getting a compilation error. In OOP, you can use a variable before it is declared or initialized. Therefore, the input will have no value if you declare it in a different block. Here is the correct code for 2:10:50 . 
String input;
      Scanner scanner = new Scanner(System.in);
      input = scanner.nextLine().trim();

      while (!input.equalsIgnoreCase(""quit"") ){

        System.out.println(""Enter a character (or type 'exit' to quit): "");
        input = scanner.nextLine().trim();",negative
"I also want to learn java.
Could anyone help me with that please",neutral
In Dutch its also pronounced P because the i isn't pronounced like in English.,negative
𝐓𝐡𝐚𝐧𝐤𝐬 𝐬𝐢𝐫,neutral
"console.log([] + []);
A) """"
B) ""[]""
C) 0
D) undefined",neutral
I am 2025,neutral
"How do you remove the currency formatting?  This is my code, I'm getting an error! 
Throwing exception


import java.text.NumberFormat;
import java.util.Date;

public class Main {

   public static void main(String[] args) {

   NumberFormat bill = NumberFormat.getCurrencyInstance();
   Date currentDate = new Date();
   currentDate.getTime();
   String formattedBill = bill.format(2234.59);
   double formattedLateBill = Double.parseDouble(formattedBill) * 2.05;
   String finalLateBill = bill.format(formattedLateBill);
   System.out.println(""Date: "" + currentDate + System.lineSeparator() + "" Amount you owe: "" + formattedBill);
   System.out.println("" Amount you will owe after 8/15/2025: "" + finalLateBill);

   }

}",negative
Today 27 april 2025,neutral
"I'm here because of my shitty ""teacher"" not wanting to teach us and instead gives you an assignment then tells you to comeback with it fully done...",neutral
I think bro lip movement not sinking with Hindi 😅,neutral
"I mean if the greeks also pronounce it as ""pi"" instead of ""pie"", then I don't think you need to apologize. Archimedes who created pi was Greek.",neutral
"1st leg | Day 01 ==> 00:53:22
2nd leg | Day 01 ==> 01:30:30

1st leg | Day 02 ==> 02:00:07",neutral
Poda potta,neutral
Unable to install jdk on my windows 7 laptop. Kindly help,neutral
Thank you for tutorial 🙏🙏🙏🙏,positive
thanks mosh,positive
How do we arrive at tge float,neutral
"""So take 10-15 minutes to see if you can make a mortgage calculator"" hahaha FOUR HOURS LATER!! :

import java.text.NumberFormat;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        NumberFormat currency = NumberFormat.getCurrencyInstance();

        Scanner totalIn = new Scanner(System.in);
        System.out.print(""House Value: "");
        int total = totalIn.nextInt();

        Scanner depositIn = new Scanner(System.in);
        System.out.print(""Deposit Amount: "");
        int deposit = depositIn.nextInt();
        int p = total-deposit;

        System.out.println(""Loan Required: "" + currency.format(p));
        Scanner interestIn = new Scanner(System.in);
        System.out.print(""Interest Rate (%): "");

        double r = ((interestIn.nextDouble()/100)/12);
        Scanner periodIn = new Scanner(System.in);
        System.out.print(""Period (Years): "");

        double n = (periodIn.nextDouble()*12);
        double m = p * ((r * Math.pow((r + 1), n)) / (Math.pow((r + 1), n) - 1));

        System.out.println(""Your Monthly Repayments: "" + currency.format(m));
    }
}

Incredible course so far, I never thought I'd be able to do anything like this, thank you!",positive
I can’t under Hindi language remove this,neutral
"NOT ""Full Course"" it is not covers the main core of java. salese at the and to the full course.
😥😡",neutral
The mortgage calculator is not about Java; it's more about math. Bettes chooses simple logic to focus on Java.,neutral
bro even after 5 years it works <3 u man,neutral
"📖 TABLE OF CONTENTS 
0:00:00 Introduction 
0:01:46 Installing Java
0:03:59 Anatomy of a Java Program 
0:08:41 Your First Java Program 
0:15:59 Cheat Sheet 
0:16:29 How Java Code Gets Executed 
0:22:54 Course Structure
0:25:22 Types
0:25:57 Variables
0:29:07 Primitive Types
0:34:27 Reference Types
0:39:15 Primitive Types vs Reference Types 
0:43:39 Strings
0:50:42 Escape Sequences 
0:53:22 Arrays
0:58:47 Multi-Dimensional Arrays 
1:01:23 Constants
1:03:15 Arithmetic Expressions 
1:07:18 Order of Operations 
1:08:40 Casting
1:15:08 The Math Class 
1:19:50 Formatting Numbers 
1:25:40 Reading Input
1:30:45 Project: Mortgage Calculator 
1:32:55 Solution: Mortgage Calculator 
1:37:14 Types Summary
1:38:43 Control Flow 
1:39:30 Comparison Operators 
1:41:16 Logical Operators
1:45:52 If Statements
1:50:18 Simplifying If Statements 
1:53:47 The Ternary Operator
1:56:16 Switch Statements
2:00:07 Exercise: FizzBuzz
2:06:05 For Loops
2:09:53 While Loops
2:14:19 Do...While Loops
2:15:36 Break and Continue
2:18:52 For-Each Loop
2:21:59 Project: Mortgage Calculator 
2:23:27 Solution: Mortgage Calculator 
2:28:28 Control Flow Summary 
2:29:25 Clean Coding",neutral
😊,neutral
"you might be the worst dev on the planet, you couldn't get a job so here you are, posting broken half-asses tutorials on youtube, most stuff is like you don't know yourself, you can't zoom out, you ignore other people might not be using a mac and worst of all, you mostly suck at all of this.",negative
WOW thank you this is very good !,positive
"mosh your website is not working 
whenever i put my name and email and hit the send me cheat sheet it says - Unable to submit your request. Please contact the website administrator.",neutral
Cant get cheat sheet. It says contact website administrator,neutral
"Hi Mosh, I can't access the cheatsheet. It says contact administrator when I input my name and email. Thank you for this!!!!",positive
"I don’t have any knowledge of java & other coding languages 
Is this video going to be good start for me ??",neutral
i'm not able to download cheat sheet can u please help me,neutral
Thanks.,positive
16:18,neutral
"Does anyone have a Cheat Sheet, I'm not able to access.",neutral
Tnx❤,neutral
Hey is there still a free cheat sheet? I went to the link and it is telling me to contact the website administrator,neutral
ای بنازم. عالی,neutral
You good 👍 p❤😂🎉😅😊,positive
I'm really enjoying this educative course. Thanks so much,positive
is there any other type of IntelliJ that I can download for my Macbook pro? thanks,positive
hallow mash....... this is severin,neutral
"The last fruit for loop won't work because the length of array is 3 however the highest index in array is 2, so at first iteration you will be accessing index out of your array.",neutral
Anyone from FET here??,neutral
"omfg this was so hard and difficult but somehow, I made it. I couldn't even know how to start java but I do now. I'm twelve and this is so useful thanks!",positive
pleace bangla audio track add.,neutral
How do I master coding from YouTube..any tips?,neutral
I already knew some things but i also learned new things i love this video thank you!,positive
thanks so much,positive
Is anyone from uganda 🇺🇬 😂 muliwa ba mada,neutral
01:01:28,neutral
I’m 64 and unemployed - does anyone give me a icebergs chance of learning this stuff?,neutral
I'm just starting now can I be a software developer,neutral
Thank you so much mosh! u really helped a lot for a beginner like me! see you on the long run! Godbless...,positive
Thank u,positive
Anyone watching in 2025 😊,neutral
"Mosh, seeing this video was the single most important coincidence of my whole life. I don't even want to imagine how much worse my life would be if the algorithm had shown me something else that day. It has initiated a chain of events that changed everything for me, from being at the lowest point with no hopes, perspective and confidence to a life as perfect as can be. And it all started with the extremely fragile coincidence of finding this video. Talk about the effects of social media... Thank you so so much, I wish you health and love ❤❤❤❤",positive
I have Csc Java exam this morning,neutral
Sir what's your last package can you,neutral
Hi koi bata do esa se hota kiya b,neutral
is there a part of  object-oriented programming (OOP) ??,neutral
1:03:09 turks also pronounce it pi,neutral
Plz can someone tell how to change its language in English,neutral
Trust On shri ram and start learning,neutral
Is it outdated or something? No commands in the terminal work,negative
I promise one day I will be a professional software engineer 😊😢 please remind me,neutral
I was trying to follow. Hard to follow with the newer version for Java SE and IntelliJ,neutral
I DIDN'T GOT THE CHEAT SHEET,neutral
Who is here 2025❤,neutral
Enewan?,neutral
What happened? Why is it suddenly not english?,neutral
Unable to get cheatsheet,neutral
My teacher makes me use command prompt to learn the hard way :),neutral
ty man u r the best,neutral
"(2:01:00) I solved the fizzbuzz like this:

if (number % 5 == 0) System.out.print(""fizz"");
if (number % 3 == 0) System.out.print(""buzz"");
else if (number % 5 != 0) System.out.println(number);

Is this a good solution?",positive
good,neutral
OOPS concept in,neutral
Anyone in 1947?,neutral
"Hey Mosh, I tried to download the cheat sheet, but no luck... Can you please help :)",neutral
Is this actually the full course or just an intro?,neutral
Excellent!,positive
01:03:22,neutral
"I really liked your video , always teaching a professional way",positive
"Hi Mosh, thanks a million for the good work you are doing for us and making coding very easy. Now my humble request is if you can make a video helping me or us to design web and mobile app. thanks",positive
2025,neutral
"amazing video, love the bear content",positive
"I have only a couple of weeks for my exam of object oriented programming and I don't know that much, I trust you and this video bro hahaha i will pass and it will be thanks to you hahah",positive
"Thanks, Mosh",positive
"This was so so helpful, thank you so much for sharing your knowledge!",positive
is it alright if i use vs code for my java code instead of the one you're using?,neutral
"I have a mega link of A to Z Java full course, let me know if you want.

Just in $159",neutral
Your head is fine,neutral
Anyone watching in 2025😊,neutral
where can i find nexrt part,neutral
02:17:06,neutral
"just after watching 8:33 you earned a sub , you great!",positive
Amazing !,positive
I'm so proud as an Iranian to learn Java from you and even better for FREE you inspired me to become a better programmer.,neutral
2025🎉🎉😅,positive
too good,neutral
Anyone in 2025🙂,neutral
Great video but with all due respect you talk of all the non-needed things right at the beginning that it made me wanna search for a basic array video. That's what I am tryna learn here. There is no need to show this complex variable when starting to teach Java. It's just way too much to grasp at the beginning.,positive
I would like to learn but I can’t seem to find the download. I’ve been through oracle 20 times and still can’t seem to find it. One top of that it looks way different on from when this video was posted,positive
yrr bhenchod hindi padne ka mtlb ye nhi ki puri hi hindi bol o,neutral
01:27:57,neutral
i didnt recive cheat sheet even after subscribing,neutral
Hi sir,neutral
thank u very much iam a 13 year old he is really interested into coding Minecraft mods.,positive
Anyone watching in 2025,neutral
you using pycharm in this video??,neutral
I appreciate the fact that you teach with so much excitement on your face.,positive
2025❤❤,positive
Thanks I hope I pass my exams tomorrow,positive
Anyone  watching  2025,neutral
Ola majita le lona le tsile go itsenya code daah,neutral
Any one watching 2025,neutral
Anyone in 2025 me,neutral
"2:04:44 Here's a better solution to abide by the DRY rule and also avoid the complex nested structure. The first condition should be:
number % 15 == 0
instead of
number % 3 == 0 && number % 5 == 0

This is cleaner, and easily checks if a number is divisible by both 5 and 3 instead of separately checking them.",neutral
Why do we need to place our { right in front of the function(is th there any reason?),neutral
"i have a java course in uni and the teacher is very bad at teaching, like he is increadibly slow. I am only 14 minutes in this video and ive learnt more than spending 10 hours on lectures haha",negative
2025 here,neutral
Anyone watching 2025😊,neutral
After 30 minutes screen and audio are mismatch,neutral
"1:02:45 don't worry in France too we say ""pee""",neutral
Anyone watching here 2025😂leave a like,positive
anyone here in 2025 to learn java in the new year?:),neutral
can we download JDK in windows 7 ?,neutral
Viewing this video five years after its release and everything looks different so far into the video and i'm still at the stage of acquiring the development kit. Java has seemingly updated its platform. Should I just download Java SE 23.0.1  instead?,neutral
Anyone in 2025😊,neutral
"thank you for this course
but the intellIJ is not free🤔",positive
Can we learn it in Windows?,neutral
Who's watching in 2025?😂😂😂,neutral
Hey someone watching this in 2025❤❤❤,positive
Anyone watching in 2025 😮❤,neutral
Anyone watching in 2025 ☕,neutral
"Enjoy the timestamp:
0:00:00 Introduction 
0:01:46 Installing Java
0:03:59 Anatomy of a Java Program 
0:08:41 Your First Java Program 
0:15:59 Cheat Sheet 
0:16:29 How Java Code Gets Executed 
0:22:54 Course Structure
0:25:22 Types
0:25:57 Variables
0:29:07 Primitive Types
0:34:27 Reference Types
0:39:15 Primitive Types vs Reference Types 
0:43:39 Strings
0:50:42 Escape Sequences 
0:53:22 Arrays
0:58:47 Multi-Dimensional Arrays 
1:01:23 Constants
1:03:15 Arithmetic Expressions 
1:07:18 Order of Operations 
1:08:40 Casting
1:15:08 The Math Class 
1:19:50 Formatting Numbers 
1:25:40 Reading Input
1:30:45 Project: Mortgage Calculator 
1:32:55 Solution: Mortgage Calculator 
1:37:14 Types Summary
1:38:43 Control Flow 
1:39:30 Comparison Operators 
1:41:16 Logical Operators
1:45:52 If Statements
1:50:18 Simplifying If Statements 
1:53:47 The Ternary Operator
1:56:16 Switch Statements
2:00:07 Exercise: FizzBuzz
2:06:05 For Loops
2:09:53 While Loops
2:14:19 Do...While Loops
2:15:36 Break and Continue
2:18:52 For-Each Loop
2:21:59 Project: Mortgage Calculator 
2:23:27 Solution: Mortgage Calculator 
2:28:28 Control Flow Summary 
2:29:25 Clean Coding",neutral
Nooo,neutral
Anyone watching in 2025 ❤,neutral
2025 lol,neutral
I remember he mentioned a program that helps with all the passwords. I just forgot to save thar information at the moment. Does anybody know the name of this program?,neutral
this helps me refreshing Java in the new year.,neutral
anyone watching in 2025,neutral
Can use vs code as my ide and use this video?,neutral
anyone watching in 2025?,neutral
"Watching on 1st January, 2025🔥",neutral
"It's 1st of 2025 now, anyone watching in 2025?",neutral
Anyone from 2025😅,neutral
This tutorial is a masterpiece.,neutral
thanks for shairing your knowledge👍,positive
Any Indian Here ?...,neutral
Thank you for your expertise,positive
Sir Mosh I appreciate you that you have a great way to provide the education in Hindi or Urdu language as well as in English. Sir I hope that you will continue this method of providing each and every course in Urdu language as well as in Hindi language.,positive
How to format entire code in intellij any short cut?,neutral
I am from Non It background with Zero experience or knowledge about programming. Is this video right for me to learn java?,neutral
"hmm i totally understand ""public static void main(String args[]) throws IOException {}"".",neutral
Any one. Watching 2024 december,neutral
"Lab pgm 3 progress bar

public class MainActivity extends AppCompatActivity {
    private ProgressBar progressBar; // Modern replacement for ProgressDialog
    private Handler handler = new Handler(); // Used to update progress on the main thread
    private int progress = 0;
    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        EdgeToEdge.enable(this);
        setContentView(R.layout.activity_main);
        Button downloadButton = findViewById(R.id.downloadButton);
        progressBar = findViewById(R.id.progressBar);

        downloadButton.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View v) {
                progressBar.setVisibility(View.VISIBLE); // Show the progress bar
                simulateDownload(); // Start download simulation
            }
        });
    }
        void simulateDownload() {
            progress = 0; // Reset progress

            new Thread(new Runnable() {
                @Override
                public void run() {
                    while (progress <= 100) {
                        try {
                            Thread.sleep(50); // Simulate download delay (50ms per 1% increment)
                        } catch (InterruptedException e) {
                            e.printStackTrace();
                        }
                        progress += 1;

                        handler.post(new Runnable() {
                            @Override
                            public void run() {
                                progressBar.setProgress(progress); // Update the progress bar
                                if (progress >= 100) {
                                    progressBar.setVisibility(View.GONE); // Hide the progress bar when done
                                }
                            }
                        });

                    }
                }
            }).start();
        }
    }",neutral
"Lab pgm 8 long short toast

public class MainActivity extends AppCompatActivity {
    Button b1,b2;
    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        EdgeToEdge.enable(this);
        setContentView(R.layout.activity_main);
        b1=findViewById(R.id.button1);
        b2=findViewById(R.id.button2);
        b1.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View v) {
                Toast t =new Toast(MainActivity.this);
                t.setText(""long toast"");
                t.setDuration(Toast.LENGTH_LONG);
                t.setGravity(50,50,10);
                t.show();
            }
        });
        b2.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View v) {
                Toast t =new Toast(MainActivity.this);
                t.setText(""long toast"");
                t.setDuration(Toast.LENGTH_SHORT);
                t.setGravity(50,50,10);
                t.show();
            }

        });
    }
}",neutral
"Pgm 2 alert dialog 

public class MainActivity extends AppCompatActivity {
    Button b1;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_main);

        // Corrected: Reference the button using the correct ID from the XML
        b1 = findViewById(R.id.button8);

        // Corrected: Fixed context reference from 'AlerDemo.this' to 'MainActivity.this'
        b1.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View v) {
                // Create an alert dialog
                AlertDialog.Builder builder = new AlertDialog.Builder(MainActivity.this);
                builder.setTitle(""Alert Dialog"");
                builder.setMessage(""This is an alert dialog."");

                builder.setPositiveButton(""Yes"", (dialog, which) -> {
                    // Positive action
                    Toast.makeText(MainActivity.this, ""Yes clicked"", Toast.LENGTH_SHORT).show();
                    dialog.dismiss();
                });

                builder.setNegativeButton(""No"", (dialog, which) -> {
                    // Negative action
                    Toast.makeText(MainActivity.this, ""No clicked"", Toast.LENGTH_SHORT).show();
                    dialog.dismiss();
                });

                builder.show();
            }
        });
    }
}",neutral
"Lab pgm 6 analog clock 

public class MainActivity extends AppCompatActivity {
    Button r,g,b;
    AnalogClock ac;
    DigitalClock dc;
    ConstraintLayout cl;


    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        EdgeToEdge.enable(this);
        setContentView(R.layout.activity_main);
        r=findViewById(R.id.btnred);
        g=findViewById(R.id.btngreen);
        b=findViewById(R.id.btnblue);

        ac=findViewById(R.id.analog1);
        dc=findViewById(R.id.digital1);

        cl=findViewById(R.id.screen1);
        r.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View v) {
                ac.setBackgroundColor(Color.RED);
                dc.setBackgroundColor(Color.RED);
                cl.setBackgroundColor(Color.CYAN);
            }
        });
        g.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View v) {
                ac.setBackgroundColor(Color.GREEN);
                dc.setBackgroundColor(Color.GREEN);
                cl.setBackgroundColor(Color.GRAY);
            }
        });
        b.setOnClickListener(new View.OnClickListener() {
            @Override
            public void onClick(View v) {
                ac.setBackgroundColor(Color.BLUE);
                dc.setBackgroundColor(Color.BLUE);
                cl.setBackgroundColor(Color.YELLOW);
            }
        });


    }
}",neutral
"Pgm 5 screen orientation 

public class MainActivity extends AppCompatActivity {

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        EdgeToEdge.enable(this);
        setContentView(R.layout.activity_main);
        if(getResources().getConfiguration().orientation ==

                Configuration.ORIENTATION_PORTRAIT)

        {
            Toast.makeText(this,""Portrait Mode"", Toast.LENGTH_LONG).show();
            RelativeLayout rl = (RelativeLayout) findViewById(R.id.container);
            rl.setBackgroundColor(Color.GREEN);
        }
        if(getResources().getConfiguration().orientation ==

                Configuration.ORIENTATION_LANDSCAPE)

        {
            Toast.makeText(this,""Landscape Mode"", Toast.LENGTH_LONG).show();
            RelativeLayout bgElement = (RelativeLayout) findViewById(R.id.container);
            bgElement.setBackgroundColor(Color.RED);
        }

    }
}",neutral
