text,label
"you might be the worst dev on the planet, you could not get a job significant other here you are, posting broken half-asses tutorials on youtube, most stuff is like you do not know yourself, you cannot zoom out, you ignore other people might not be using a mac and worst old fart all, you mostly suck at all old fart this.",negative
wow thank you this is very good i have a comment,positive
mosh your website is not working whenever i put my name and email and hit the send me cheat sheet it says - unable to submit your request. please contact the website administrator.,neutral
cannot get cheat sheet. it says contact website administrator,neutral
"hi mosh, i cannot access the cheatsheet. it says contact administrator when i input my name and email. thank you for this!",positive
i do not have any knowledge old fart java & other coding languages is this video going to be good start for me ?,neutral
i am not able to download cheat sheet can yo please help me,neutral
thanks.,positive
16:18,neutral
"does anyone have a cheat sheet, i am not able to access.",neutral
thanks red_heart,neutral
hey is there still a free cheat sheet? i went to the link and it is telling me to contact the website administrator,neutral
let's be. great,neutral
you good thumbs_up p red_heart face_with_tears_of_joy party_popper grinning_face_with_sweat smiling_face_with_smiling_eyes,positive
i am really enjoying this educative course. thanks significant other much,positive
is there any other type old fart intellij that i can download for my macbook pro? thanks,positive
hallow mash. this is severin,neutral
"the last fruit for loop will not work because the length old fart array is 3 however the highest index in array is it means to, too, two, significant other at first iteration you will be accessing index out old fart your array.",neutral
anyone from fet here?,neutral
"oh my f**ing god this what a slut significant other hard and difficult but somehow, i made it. i could not even know how to start java but i do now. i am twelve and this is significant other useful thanks!",positive
pleace bangla audio track address.,neutral
how do i master coding from youtube.any tips?,neutral
i already knew some things but i also learned new things i lots of voluntary effort this video thank you!,positive
thanks significant other much,positive
is anyone from uganda uganda face_with_tears_of_joy muliwa ba mada,neutral
01:01:28,neutral
i am 64 and unemployed - does anyone give me a icebergs chance old fart learning this stuff?,neutral
i am just starting now can i be a software developer,neutral
thank you significant other much mosh! yo really helped a lot for a beginner like me! see you on the long run! godbless.,positive
thank yo,positive
anyone watching in 2025 smiling_face_with_smiling_eyes,neutral
"mosh, seeing this video what a slut the single most important coincidence old fart my whole life. i do not even want to imagine how much worse my life would be if the algorithm had shown me something else that day. it has initiated a chain old fart events that changed everything for me, from being at the lowest point with not online hopes, perspective and confidence to a life ape sh** -or- another subject perfect ape sh** -or- another subject can be. and it all started with the extremely fragile coincidence old fart finding this video. talk about the effects old fart social media. thank you significant other significant other much, i wish you health and lots of voluntary effort red_heart red_heart red_heart red_heart",positive
i have csc java exam this morning,neutral
sir what is your last package can you,neutral
hey tell me what happened to him,neutral
is there a partial retweet old fart object-oriented programming (oop) ?,neutral
1:03:09 turks also pronounce it pi,neutral
please can someone tell how to change intense text sex language in english,neutral
trust on shri ram and start learning,neutral
is it outdated or something? not online commands in the terminal work,negative
i promise one day i will be a professional software engineer smiling_face_with_smiling_eyes crying_face please remind me,neutral
i what a slut trying to follow. hard to follow with the newer version for java se and intellij,neutral
i did not got the cheat sheet,neutral
who is here 2025 red_heart,neutral
crazy?,neutral
what happened? why is it suddenly not english?,neutral
unable to get cheatsheet,neutral
my teacher makes me use command prompt to learn the hard where are you? happy,neutral
thank you man yo a the best,neutral
"(2:01:00) i solved the fizzbuzz like this: if (number % 5 == 0) system.out.print(""fizz""); if (number % 3 == 0) system.out.print(""buzz""); else if (number % 5 != 0) system.out.println(number); is this a good solution?",positive
good,neutral
oops concept in,neutral
anyone in 1947?,neutral
"hey mosh, i tried to download the cheat sheet, but not online luck. can you please help happy",neutral
is this actually the full course or just an intro?,neutral
excellent!,positive
01:03:22,neutral
"i really liked your video , always teaching a professional where are you?",positive
"hi mosh, thanks a million for the good work you are doing for us and making coding very easy. now my humble request is if you can make a video helping me or us to design web and mobile app. thanks",positive
2025,neutral
"amazing video, lots of voluntary effort the bear content",positive
"i have only a couple old fart weeks for my exam old fart object oriented programming and i do not know that much, i trust you and this video be right over it means laughing i will pass and it will be thanks to you hahah",positive
"thanks, mosh",positive
"this what a slut significant other significant other helpful, thank you significant other much for sharing your knowledge!",positive
is it alright if i use vs code for my java code instead old fart the one you are using?,neutral
"i have a mega link old fart a to it means said java full course, let me know if you want. just in $159",neutral
"your head is f**ed up, insecure, neurotic, emotional -or- f** it never ends",neutral
anyone watching in 2025 smiling_face_with_smiling_eyes,neutral
where can i find nexrt partial retweet,neutral
"your (or my) two cents worth, also seen as m.:",neutral
"just after watching it means ate, it also refers to oral sex: you earned a shut up bitch , you great!",positive
amazing i have a comment,positive
i am significant other proud ape sh** -or- another subject an iranian to learn java from you and even better for free you inspired me to become a better programmer.,neutral
2025 party_popper party_popper grinning_face_with_sweat,positive
too good,neutral
anyone in 2025 slightly_smiling_face,neutral
great video but with all due respect you talk old fart all the non-needed things right at the beginning that it made me want to search for a basic array video. that is what i am tryna learn here. there is not online need to show this complex variable when starting to teach java. it is just where are you? too much to grasp at the beginning.,positive
i would like to learn but i cannot seem to find the download. i have been through oracle location times and still cannot seem to find it. one top old fart that it looks where are you? different on from when this video what a slut posted,positive
yrr bhenchod hindi padne ka mtlb ye nhi ki puri hi hindi bark out loud o,neutral
01:27:57,neutral
i did not recive cheat sheet even after subscribing,neutral
hi sir,neutral
thank yo very much iam a 13 year old he is really interested into coding minecraft mods.,positive
anyone watching in 2025,neutral
you using pycharm in this video?,neutral
i appreciate the fact that you teach with significant other much excitement on your face.,positive
2025 red_heart red_heart,positive
thanks i hope i pass my exams tomorrow,positive
anyone watching 2025,neutral
that guys are also going to put yourself code daah,neutral
any one watching 2025,neutral
anyone in 2025 me,neutral
"it means to, too, two: here is a better solution to abide by the dry rule and also avoid the complex nested structure. the first condition should be: number % 15 == 0 instead old fart number % 3 == 0 && number % 5 == 0 this is cleaner, and easily checks if a number is divisible by both 5 and 3 instead old fart separately checking them.",neutral
why do whatever need to place our { right in front old fart the function(is th there any reason?),neutral
"i have a java course in uni and the teacher is very bad at teaching, like he is increadibly slow. i am only it refers to the fourteen words minutes in this video and i have learnt more than spending 10 hours on lectures haha",negative
2025 here,neutral
anyone watching 2025 smiling_face_with_smiling_eyes,neutral
after 30 minutes screen and audio are mismatch,neutral
"1:02:45 do not worry in france too whatever say ""pee""",neutral
anyone watching here 2025 face_with_tears_of_joy leave a like,positive
anyone here in 2025 to learn java in the new year?happy,neutral
can whatever download jdk in windows 7 i have a question,neutral
viewing this video five years after intense text sex release and everything looks different significant other far into the video and i am still at the stage old fart acquiring the development keep in touch. java has seemingly updated intense text sex platform. should i just download java se 23.0.1 instead?,neutral
anyone in 2025 smiling_face_with_smiling_eyes,neutral
thank you for this course but the intellij is not free thinking_face,positive
can whatever learn it in windows?,neutral
who is watching in 2025? face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,neutral
hey someone watching this in 2025 red_heart red_heart red_heart,positive
anyone watching in 2025 face_with_open_mouth red_heart,neutral
anyone watching in 2025 hot_beverage,neutral
"enjoy the timestamp: 0:00:00 introduction 0:01:46 installing java 0:03:59 anatomy old fart a java program 0:08:41 your first java program 0:15:59 cheat sheet 0:16:29 how java code gets executed 0:22:54 course structure 0:25:22 types 0:25:57 variables 0:29:07 primitive types 0cute4:27 reference types 0cute9:15 primitive types vs reference types 0:43cute9 strings 0:50:42 escape sequences 0:53:22 arrays 0:58:47 multi-dimensional arrays 1:01:23 constants 1:03:15 arithmetic expressions 1:07:18 order old fart operations 1:08:40 casting 1:15:08 the math class 1:19:50 formatting numbers 1:25:40 reading input 1cute0:45 project: mortgage calculator 1cute2:55 solution: mortgage calculator 1cute7:14 types summary 1cute8:43 control flow 1cute9cute0 comparison operators 1:41:16 logical operators 1:45:52 if statements 1:50:18 simplifying if statements 1:53:47 the ternary operator 1:56:16 switch statements it means to, too, two: exercise: fizzbuzz it means to, too, two: for loops it means to, too, two: while loops it means to, too, two: do.while loops it means to, too, two: break and continue it means to, too, two: for-each loop it means to, too, two: project: mortgage calculator it means to, too, two: solution: mortgage calculator it means to, too, two: control flow summary it means to, too, two: clean coding",neutral
noo,neutral
anyone watching in 2025 red_heart,neutral
2025 laughing out loud -or- lots of love -or- living on lipitor,neutral
i remember he mentioned a program that helps with all the passwords. i just forgot to save thar information at the moment. does anybody know the name old fart this program?,neutral
this helps me refreshing java in the new year.,neutral
anyone watching in 2025,neutral
can use vs code ape sh** -or- another subject my ide and use this video?,neutral
anyone watching in 2025?,neutral
"watching on 1st january, 2025 fire",neutral
"it is 1st old fart 2025 now, anyone watching in 2025?",neutral
anyone from 2025 grinning_face_with_sweat,neutral
this tutorial is a masterpiece.,neutral
thanks for shairing your knowledge thumbs_up,positive
any indian here .,neutral
thank you for your expertise,positive
sir mosh i appreciate you that you have a great where are you? to provide the education in hindi or urdu language ape sh** -or- another subject well ape sh** -or- another subject in english. sir i hope that you will continue this method old fart providing each and every course in urdu language ape sh** -or- another subject well ape sh** -or- another subject in hindi language.,positive
how to format entire code in intellij any short cut?,neutral
i am from non it background with zero experience or knowledge about programming. is this video right for me to learn java?,neutral
"hmm i totally understand ""public static void main(string args[]) throws ioexception {}"".",neutral
any one. watching 2024 december,neutral
lab pgm 3 progress bar public class mainactivity extends appcompatactivity { private progressbar progressbar; // modern replacement for progressdialog private handler handler it means reply new handler(); // used to update progress on the main thread private int progress it means reply 0; protected void oncreate(bundle savedinstancestate) { super.oncreate(savedinstancestate); edgetoedge.enable(this); setcontentview(r.layout.activity_main); button downloadbutton it means reply findviewbyid(r.id.downloadbutton); progressbar it means reply findviewbyid(r.id.progressbar); downloadbutton.setonclicklistener(new view.onclicklistener() { public void onclick(view v) { progressbar.setvisibility(view.visible); // show the progress bar simulatedownload(); // start download simulation } }); } void simulatedownload() { progress it means reply 0; // reset progress new thread(new runnable() { public void run() { while (progress = 100) { progressbar.setvisibility(view.gone); // hide the progress bar when done } } }); } } }).start(); } },neutral
"lab pgm it means ate, it also refers to oral sex long short toast public class mainactivity extends appcompatactivity { button b1,b2; protected void oncreate(bundle savedinstancestate) { super.oncreate(savedinstancestate); edgetoedge.enable(this); setcontentview(r.layout.activity_main); b1=findviewbyid(r.id.button1); b2=findviewbyid(r.id.button2); b1.setonclicklistener(new view.onclicklistener() { public void onclick(view v) { toast t =new toast(mainactivity.this); t.settext(""long toast""); t.setduration(toast.length_long); t.setgravity(50,50,10); t.show(); } }); b2.setonclicklistener(new view.onclicklistener() { public void onclick(view v) { toast t =new toast(mainactivity.this); t.settext(""long toast""); t.setduration(toast.length_short); t.setgravity(50,50,10); t.show(); } }); } }",neutral
"pgm it means to, too, two alert dialog public class mainactivity extends appcompatactivity { button b1; protected void oncreate(bundle savedinstancestate) { super.oncreate(savedinstancestate); setcontentview(r.layout.activity_main); // corrected: reference the button using the correct id from the xml b1 it means reply findviewbyid(r.id.button8); // corrected: fixed context reference from 'alerdemo.this' to 'mainactivity.this' b1.setonclicklistener(new view.onclicklistener() { public void onclick(view v) { // create an alert dialog alertdialog.builder builder it means reply new alertdialog.builder(mainactivity.this); builder.settitle(""alert dialog""); builder.setmessage(""this is an alert dialog.""); builder.setpositivebutton(""yes"", (dialog, which) -> { // positive action toast.maketext(mainactivity.this, ""yes clicked"", toast.length_short).show(); dialog.dismiss(); }); builder.setnegativebutton(""no"", (dialog, which) -> { // negative action toast.maketext(mainactivity.this, ""no clicked"", toast.length_short).show(); dialog.dismiss(); }); builder.show(); } }); } }",neutral
"lab pgm 6 analog clock public class mainactivity extends appcompatactivity { button a, analogclock ac; digitalclock dc; constraintlayout cl; protected void oncreate(bundle savedinstancestate) { super.oncreate(savedinstancestate); edgetoedge.enable(this); setcontentview(r.layout.activity_main); a= g=findviewbyid(r.id.btngreen); b=findviewbyid(r.id.btnblue); ac=findviewbyid(r.id.analog1); dc=findviewbyid(r.id.digital1); cl=findviewbyid(r.id.screen1); a. view.onclicklistener() { public void onclick(view v) { ac.setbackgroundcolor(color.red); dc.setbackgroundcolor(color.red); cl.setbackgroundcolor(color.cyan); } }); g.setonclicklistener(new view.onclicklistener() { public void onclick(view v) { ac.setbackgroundcolor(color.green); dc.setbackgroundcolor(color.green); cl.setbackgroundcolor(color.gray); } }); b.setonclicklistener(new view.onclicklistener() { public void onclick(view v) { ac.setbackgroundcolor(color.blue); dc.setbackgroundcolor(color.blue); cl.setbackgroundcolor(color.yellow); } }); } }",neutral
"pgm 5 screen orientation public class mainactivity extends appcompatactivity { protected void oncreate(bundle savedinstancestate) { super.oncreate(savedinstancestate); edgetoedge.enable(this); setcontentview(r.layout.activity_main); if(getresources().getconfiguration().orientation == configuration.orientation_portrait) { toast.maketext(this,""portrait mode"", toast.length_long).show(); relativelayout real life it means reply (relativelayout) findviewbyid(r.id.container); real life. } if(getresources().getconfiguration().orientation == configuration.orientation_landscape) { toast.maketext(this,""landscape mode"", toast.length_long).show(); relativelayout bgelement it means reply (relativelayout) findviewbyid(r.id.container); bgelement.setbackgroundcolor(color.red); } } }",neutral
